sector_code,subsector_code,industry_group_code,naics_industry_code,national_industry_code,sector_desc,subsector_desc,industry_group_desc,naics_industry_desc,national_industry_desc
11,111,1113,11133,111335,"Agriculture, forestry, fishing and hunting",Crop production,Fruit and tree nut farming,Noncitrus fruit and tree nut farming,Tree nut farming
11,111,1113,11133,111336,"Agriculture, forestry, fishing and hunting",Crop production,Fruit and tree nut farming,Noncitrus fruit and tree nut farming,Fruit and tree nut combination farming
11,111,1113,11133,111339,"Agriculture, forestry, fishing and hunting",Crop production,Fruit and tree nut farming,Noncitrus fruit and tree nut farming,Other noncitrus fruit farming
11,111,1114,11141,111411,"Agriculture, forestry, fishing and hunting",Crop production,"Greenhouse, nursery, and floriculture production",Food crops grown under cover,Mushroom production
11,111,1114,11141,111419,"Agriculture, forestry, fishing and hunting",Crop production,"Greenhouse, nursery, and floriculture production",Food crops grown under cover,Other food crops grown under cover
11,111,1114,11142,111421,"Agriculture, forestry, fishing and hunting",Crop production,"Greenhouse, nursery, and floriculture production",Nursery and floriculture production,Nursery and tree production
11,111,1114,11142,111422,"Agriculture, forestry, fishing and hunting",Crop production,"Greenhouse, nursery, and floriculture production",Nursery and floriculture production,Floriculture production
11,111,1119,11191,111910,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,Tobacco farming,Tobacco farming
11,111,1119,11192,111920,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,Cotton farming,Cotton farming
11,111,1119,11193,111930,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,Sugarcane farming,Sugarcane farming
11,111,1119,11194,111940,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,Hay farming,Hay farming
11,111,1119,11199,111991,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,All other crop farming,Sugar beet farming
11,111,1119,11199,111992,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,All other crop farming,Peanut farming
11,111,1119,11199,111998,"Agriculture, forestry, fishing and hunting",Crop production,Other crop farming,All other crop farming,All other miscellaneous crop farming
11,112,1121,11211,112111,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Cattle ranching and farming,"Beef cattle ranching and farming, including feedlots",Beef cattle ranching and farming
11,112,1121,11211,112112,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Cattle ranching and farming,"Beef cattle ranching and farming, including feedlots",Cattle feedlots
11,112,1121,11212,112120,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Cattle ranching and farming,Dairy cattle and milk production,Dairy cattle and milk production
11,112,1121,11213,112130,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Cattle ranching and farming,Dual-purpose cattle ranching and farming,Dual-purpose cattle ranching and farming
11,112,1122,11221,112210,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Hog and pig farming,Hog and pig farming,Hog and pig farming
11,112,1123,11231,112310,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Poultry and egg production,Chicken egg production,Chicken egg production
11,112,1123,11232,112320,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Poultry and egg production,Broilers and other meat type chicken production,Broilers and other meat type chicken production
11,112,1123,11233,112330,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Poultry and egg production,Turkey production,Turkey production
11,112,1123,11234,112340,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Poultry and egg production,Poultry hatcheries,Poultry hatcheries
11,112,1123,11239,112390,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Poultry and egg production,Other poultry production,Other poultry production
11,112,1124,11241,112410,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Sheep and goat farming,Sheep farming,Sheep farming
11,112,1124,11242,112420,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Sheep and goat farming,Goat farming,Goat farming
11,112,1125,11251,112511,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Aquaculture,Aquaculture,Finfish farming and fish hatcheries
11,112,1125,11251,112512,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Aquaculture,Aquaculture,Shellfish farming
11,112,1125,11251,112519,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Aquaculture,Aquaculture,Other aquaculture
11,112,1129,11291,112910,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Other animal production,Apiculture,Apiculture
11,112,1129,11292,112920,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Other animal production,Horses and other equine production,Horses and other equine production
11,112,1129,11293,112930,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Other animal production,Fur-bearing animal and rabbit production,Fur-bearing animal and rabbit production
11,112,1129,11299,112990,"Agriculture, forestry, fishing and hunting",Animal production and aquaculture,Other animal production,All other animal production,All other animal production
11,113,1131,11311,113110,"Agriculture, forestry, fishing and hunting",Forestry and logging,Timber tract operations,Timber tract operations,Timber tract operations
11,113,1132,11321,113210,"Agriculture, forestry, fishing and hunting",Forestry and logging,Forest nurseries and gathering of forest products,Forest nurseries and gathering of forest products,Forest nurseries and gathering of forest products
11,113,1133,11331,113310,"Agriculture, forestry, fishing and hunting",Forestry and logging,Logging,Logging,Logging
11,114,1141,11411,114111,"Agriculture, forestry, fishing and hunting","Fishing, hunting and trapping",Fishing,Fishing,Finfish fishing
11,114,1141,11411,114112,"Agriculture, forestry, fishing and hunting","Fishing, hunting and trapping",Fishing,Fishing,Shellfish fishing
11,114,1141,11411,114119,"Agriculture, forestry, fishing and hunting","Fishing, hunting and trapping",Fishing,Fishing,Other marine fishing
11,114,1142,11421,114210,"Agriculture, forestry, fishing and hunting","Fishing, hunting and trapping",Hunting and trapping,Hunting and trapping,Hunting and trapping
11,115,1151,11511,115111,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,Cotton ginning
11,115,1151,11511,115112,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,"Soil preparation, planting, and cultivating"
11,115,1151,11511,115113,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,"Crop harvesting, primarily by machine"
11,115,1151,11511,115114,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,Postharvest crop activities (except cotton ginning)
11,115,1151,11511,115115,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,Farm labor contractors and crew leaders
11,115,1151,11511,115116,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for crop production,Support activities for crop production,Farm management services
11,115,1152,11521,115210,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for animal production,Support activities for animal production,Support activities for animal production
11,115,1153,11531,115310,"Agriculture, forestry, fishing and hunting",Support activities for agriculture and forestry,Support activities for forestry,Support activities for forestry,Support activities for forestry
21,211,2111,21112,211120,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Oil and gas extraction,Crude petroleum extraction,Crude petroleum extraction
21,211,2111,21113,211130,"Mining, quarrying, and oil and gas extraction",Oil and gas extraction,Oil and gas extraction,Natural gas extraction,Natural gas extraction
21,212,2121,21211,212111,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Coal mining,Coal mining,Bituminous coal and lignite surface mining
21,212,2121,21211,212112,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Coal mining,Coal mining,Bituminous coal underground mining
21,212,2121,21211,212113,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Coal mining,Coal mining,Anthracite mining
21,212,2122,21221,212210,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,Iron ore mining,Iron ore mining
21,212,2122,21222,212221,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,Gold ore and silver ore mining,Gold ore mining
21,212,2122,21222,212222,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,Gold ore and silver ore mining,Silver ore mining
21,212,2122,21223,212230,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,"Copper, nickel, lead, and zinc mining","Copper, nickel, lead, and zinc mining"
21,212,2122,21229,212291,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,Other metal ore mining,Uranium-radium-vanadium ore mining
21,212,2122,21229,212299,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Metal ore mining,Other metal ore mining,All other metal ore mining
21,212,2123,21231,212311,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Stone mining and quarrying,Dimension stone mining and quarrying
21,212,2123,21231,212312,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Stone mining and quarrying,Crushed and broken limestone mining and quarrying
21,212,2123,21231,212313,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Stone mining and quarrying,Crushed and broken granite mining and quarrying
21,212,2123,21231,212319,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Stone mining and quarrying,Other crushed and broken stone mining and quarrying
21,212,2123,21232,212321,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",Construction sand and gravel mining
21,212,2123,21232,212322,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",Industrial sand mining
21,212,2123,21232,212324,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",Kaolin and ball clay mining
21,212,2123,21232,212325,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",Clay and ceramic and refractory minerals mining
21,212,2123,21239,212391,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Other nonmetallic mineral mining and quarrying,"Potash, soda, and borate mineral mining"
21,212,2123,21239,212392,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Other nonmetallic mineral mining and quarrying,Phosphate rock mining
21,212,2123,21239,212393,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Other nonmetallic mineral mining and quarrying,Other chemical and fertilizer mineral mining
21,212,2123,21239,212399,"Mining, quarrying, and oil and gas extraction",Mining (except oil and gas),Nonmetallic mineral mining and quarrying,Other nonmetallic mineral mining and quarrying,All other nonmetallic mineral mining
21,213,2131,21311,213111,"Mining, quarrying, and oil and gas extraction",Support activities for mining,Support activities for mining,Support activities for mining,Drilling oil and gas wells
21,213,2131,21311,213112,"Mining, quarrying, and oil and gas extraction",Support activities for mining,Support activities for mining,Support activities for mining,Support activities for oil and gas operations
21,213,2131,21311,213113,"Mining, quarrying, and oil and gas extraction",Support activities for mining,Support activities for mining,Support activities for mining,Support activities for coal mining
21,213,2131,21311,213114,"Mining, quarrying, and oil and gas extraction",Support activities for mining,Support activities for mining,Support activities for mining,Support activities for metal mining
21,213,2131,21311,213115,"Mining, quarrying, and oil and gas extraction",Support activities for mining,Support activities for mining,Support activities for mining,Support activities for nonmetallic minerals (except fuels) mining
22,221,2211,22111,221111,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Hydroelectric power generation
22,221,2211,22111,221112,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Fossil fuel electric power generation
22,221,2211,22111,221113,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Nuclear electric power generation
22,221,2211,22111,221114,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Solar electric power generation
22,221,2211,22111,221115,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Wind electric power generation
22,221,2211,22111,221116,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Geothermal electric power generation
22,221,2211,22111,221117,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Biomass electric power generation
22,221,2211,22111,221118,Utilities,Utilities,"Electric power generation, transmission and distribution",Electric power generation,Other electric power generation
22,221,2211,22112,221121,Utilities,Utilities,"Electric power generation, transmission and distribution","Electric power transmission, control, and distribution",Electric bulk power transmission and control
22,221,2211,22112,221122,Utilities,Utilities,"Electric power generation, transmission and distribution","Electric power transmission, control, and distribution",Electric power distribution
22,221,2212,22121,221210,Utilities,Utilities,Natural gas distribution,Natural gas distribution,Natural gas distribution
22,221,2213,22131,221310,Utilities,Utilities,"Water, sewage and other systems",Water supply and irrigation systems,Water supply and irrigation systems
22,221,2213,22132,221320,Utilities,Utilities,"Water, sewage and other systems",Sewage treatment facilities,Sewage treatment facilities
22,221,2213,22133,221330,Utilities,Utilities,"Water, sewage and other systems",Steam and air-conditioning supply,Steam and air-conditioning supply
23,236,2361,23611,236115,Construction,Construction of buildings,Residential building construction,Residential building construction,New single-family housing construction (except for-sale builders)
23,236,2361,23611,236116,Construction,Construction of buildings,Residential building construction,Residential building construction,New multifamily housing construction (except for-sale builders)
23,236,2361,23611,236117,Construction,Construction of buildings,Residential building construction,Residential building construction,New housing for-sale builders
23,236,2361,23611,236118,Construction,Construction of buildings,Residential building construction,Residential building construction,Residential remodelers
23,236,2362,23621,236210,Construction,Construction of buildings,Nonresidential building construction,Industrial building construction,Industrial building construction
23,236,2362,23622,236220,Construction,Construction of buildings,Nonresidential building construction,Commercial and institutional building construction,Commercial and institutional building construction
23,237,2371,23711,237110,Construction,Heavy and civil engineering construction,Utility system construction,Water and sewer line and related structures construction,Water and sewer line and related structures construction
23,237,2371,23712,237120,Construction,Heavy and civil engineering construction,Utility system construction,Oil and gas pipeline and related structures construction,Oil and gas pipeline and related structures construction
23,237,2371,23713,237130,Construction,Heavy and civil engineering construction,Utility system construction,Power and communication line and related structures construction,Power and communication line and related structures construction
23,237,2372,23721,237210,Construction,Heavy and civil engineering construction,Land subdivision,Land subdivision,Land subdivision
23,237,2373,23731,237310,Construction,Heavy and civil engineering construction,"Highway, street, and bridge construction","Highway, street, and bridge construction","Highway, street, and bridge construction"
23,237,2379,23799,237990,Construction,Heavy and civil engineering construction,Other heavy and civil engineering construction,Other heavy and civil engineering construction,Other heavy and civil engineering construction
23,238,2381,23811,238110,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Poured concrete foundation and structure contractors,Poured concrete foundation and structure contractors
23,238,2381,23812,238120,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Structural steel and precast concrete contractors,Structural steel and precast concrete contractors
23,238,2381,23813,238130,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Framing contractors,Framing contractors
23,238,2381,23814,238140,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Masonry contractors,Masonry contractors
23,238,2381,23815,238150,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Glass and glazing contractors,Glass and glazing contractors
23,238,2381,23816,238160,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Roofing contractors,Roofing contractors
23,238,2381,23817,238170,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors",Siding contractors,Siding contractors
23,238,2381,23819,238190,Construction,Specialty trade contractors,"Foundation, structure, and building exterior contractors","Other foundation, structure, and building exterior contractors","Other foundation, structure, and building exterior contractors"
23,238,2382,23821,238210,Construction,Specialty trade contractors,Building equipment contractors,Electrical contractors and other wiring installation contractors,Electrical contractors and other wiring installation contractors
23,238,2382,23822,238220,Construction,Specialty trade contractors,Building equipment contractors,"Plumbing, heating, and air-conditioning contractors","Plumbing, heating, and air-conditioning contractors"
23,238,2382,23829,238290,Construction,Specialty trade contractors,Building equipment contractors,Other building equipment contractors,Other building equipment contractors
23,238,2383,23831,238310,Construction,Specialty trade contractors,Building finishing contractors,Drywall and insulation contractors,Drywall and insulation contractors
23,238,2383,23832,238320,Construction,Specialty trade contractors,Building finishing contractors,Painting and wall covering contractors,Painting and wall covering contractors
23,238,2383,23833,238330,Construction,Specialty trade contractors,Building finishing contractors,Flooring contractors,Flooring contractors
23,238,2383,23834,238340,Construction,Specialty trade contractors,Building finishing contractors,Tile and terrazzo contractors,Tile and terrazzo contractors
23,238,2383,23835,238350,Construction,Specialty trade contractors,Building finishing contractors,Finish carpentry contractors,Finish carpentry contractors
23,238,2383,23839,238390,Construction,Specialty trade contractors,Building finishing contractors,Other building finishing contractors,Other building finishing contractors
23,238,2389,23891,238910,Construction,Specialty trade contractors,Other specialty trade contractors,Site preparation contractors,Site preparation contractors
23,238,2389,23899,238990,Construction,Specialty trade contractors,Other specialty trade contractors,All other specialty trade contractors,All other specialty trade contractors
23,311,3111,31111,311111,Construction,Food manufacturing,Animal food manufacturing,Animal food manufacturing,Dog and cat food manufacturing
23,311,3111,31111,311119,Construction,Food manufacturing,Animal food manufacturing,Animal food manufacturing,Other animal food manufacturing
23,311,3112,31121,311211,Construction,Food manufacturing,Grain and oilseed milling,Flour milling and malt manufacturing,Flour milling
23,311,3112,31121,311212,Construction,Food manufacturing,Grain and oilseed milling,Flour milling and malt manufacturing,Rice milling
23,311,3112,31121,311213,Construction,Food manufacturing,Grain and oilseed milling,Flour milling and malt manufacturing,Malt manufacturing
23,311,3112,31122,311221,Construction,Food manufacturing,Grain and oilseed milling,Starch and vegetable fats and oils manufacturing,Wet corn milling
23,311,3112,31122,311224,Construction,Food manufacturing,Grain and oilseed milling,Starch and vegetable fats and oils manufacturing,Soybean and other oilseed processing
23,311,3112,31122,311225,Construction,Food manufacturing,Grain and oilseed milling,Starch and vegetable fats and oils manufacturing,Fats and oils refining and blending
23,311,3112,31123,311230,Construction,Food manufacturing,Grain and oilseed milling,Breakfast cereal manufacturing,Breakfast cereal manufacturing
23,311,3113,31131,311313,Construction,Food manufacturing,Sugar and confectionery product manufacturing,Sugar manufacturing,Beet sugar manufacturing
23,311,3113,31131,311314,Construction,Food manufacturing,Sugar and confectionery product manufacturing,Sugar manufacturing,Cane sugar manufacturing
23,311,3113,31134,311340,Construction,Food manufacturing,Sugar and confectionery product manufacturing,Nonchocolate confectionery manufacturing,Nonchocolate confectionery manufacturing
23,311,3113,31135,311351,Construction,Food manufacturing,Sugar and confectionery product manufacturing,Chocolate and confectionery manufacturing,Chocolate and confectionery manufacturing from cacao beans
23,311,3113,31135,311352,Construction,Food manufacturing,Sugar and confectionery product manufacturing,Chocolate and confectionery manufacturing,Confectionery manufacturing from purchased chocolate
23,311,3114,31141,311411,Construction,Food manufacturing,Fruit and vegetable preserving and specialty food manufacturing,Frozen food manufacturing,"Frozen fruit, juice, and vegetable manufacturing"
23,311,3114,31141,311412,Construction,Food manufacturing,Fruit and vegetable preserving and specialty food manufacturing,Frozen food manufacturing,Frozen specialty food manufacturing
23,311,3114,31142,311421,Construction,Food manufacturing,Fruit and vegetable preserving and specialty food manufacturing,"Fruit and vegetable canning, pickling, and drying",Fruit and vegetable canning
23,311,3114,31142,311422,Construction,Food manufacturing,Fruit and vegetable preserving and specialty food manufacturing,"Fruit and vegetable canning, pickling, and drying",Specialty canning
23,311,3114,31142,311423,Construction,Food manufacturing,Fruit and vegetable preserving and specialty food manufacturing,"Fruit and vegetable canning, pickling, and drying",Dried and dehydrated food manufacturing
23,311,3115,31151,311511,Construction,Food manufacturing,Dairy product manufacturing,Dairy product (except frozen) manufacturing,Fluid milk manufacturing
23,311,3115,31151,311512,Construction,Food manufacturing,Dairy product manufacturing,Dairy product (except frozen) manufacturing,Creamery butter manufacturing
23,311,3115,31151,311513,Construction,Food manufacturing,Dairy product manufacturing,Dairy product (except frozen) manufacturing,Cheese manufacturing
23,311,3115,31151,311514,Construction,Food manufacturing,Dairy product manufacturing,Dairy product (except frozen) manufacturing,"Dry, condensed, and evaporated dairy product manufacturing"
23,311,3115,31152,311520,Construction,Food manufacturing,Dairy product manufacturing,Ice cream and frozen dessert manufacturing,Ice cream and frozen dessert manufacturing
23,311,3116,31161,311611,Construction,Food manufacturing,Animal slaughtering and processing,Animal slaughtering and processing,Animal (except poultry) slaughtering
23,311,3116,31161,311612,Construction,Food manufacturing,Animal slaughtering and processing,Animal slaughtering and processing,Meat processed from carcasses
23,311,3116,31161,311613,Construction,Food manufacturing,Animal slaughtering and processing,Animal slaughtering and processing,Rendering and meat byproduct processing
23,311,3116,31161,311615,Construction,Food manufacturing,Animal slaughtering and processing,Animal slaughtering and processing,Poultry processing
23,311,3117,31171,311710,Construction,Food manufacturing,Seafood product preparation and packaging,Seafood product preparation and packaging,Seafood product preparation and packaging
23,311,3118,31181,311811,Construction,Food manufacturing,Bakeries and tortilla manufacturing,Bread and bakery product manufacturing,Retail bakeries
23,311,3118,31181,311812,Construction,Food manufacturing,Bakeries and tortilla manufacturing,Bread and bakery product manufacturing,Commercial bakeries
23,311,3118,31181,311813,Construction,Food manufacturing,Bakeries and tortilla manufacturing,Bread and bakery product manufacturing,"Frozen cakes, pies, and other pastries manufacturing"
23,311,3118,31182,311821,Construction,Food manufacturing,Bakeries and tortilla manufacturing,"Cookie, cracker, and pasta manufacturing",Cookie and cracker manufacturing
23,311,3118,31182,311824,Construction,Food manufacturing,Bakeries and tortilla manufacturing,"Cookie, cracker, and pasta manufacturing","Dry pasta, dough, and flour mixes manufacturing from purchased flour"
23,311,3118,31183,311830,Construction,Food manufacturing,Bakeries and tortilla manufacturing,Tortilla manufacturing,Tortilla manufacturing
23,311,3119,31191,311911,Construction,Food manufacturing,Other food manufacturing,Snack food manufacturing,Roasted nuts and peanut butter manufacturing
23,311,3119,31191,311919,Construction,Food manufacturing,Other food manufacturing,Snack food manufacturing,Other snack food manufacturing
23,311,3119,31192,311920,Construction,Food manufacturing,Other food manufacturing,Coffee and tea manufacturing,Coffee and tea manufacturing
23,311,3119,31193,311930,Construction,Food manufacturing,Other food manufacturing,Flavoring syrup and concentrate manufacturing,Flavoring syrup and concentrate manufacturing
23,311,3119,31194,311941,Construction,Food manufacturing,Other food manufacturing,Seasoning and dressing manufacturing,"Mayonnaise, dressing, and other prepared sauce manufacturing"
23,311,3119,31194,311942,Construction,Food manufacturing,Other food manufacturing,Seasoning and dressing manufacturing,Spice and extract manufacturing
23,311,3119,31199,311991,Construction,Food manufacturing,Other food manufacturing,All other food manufacturing,Perishable prepared food manufacturing
23,311,3119,31199,311999,Construction,Food manufacturing,Other food manufacturing,All other food manufacturing,All other miscellaneous food manufacturing
23,312,3121,31211,312111,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Soft drink and ice manufacturing,Soft drink manufacturing
23,312,3121,31211,312112,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Soft drink and ice manufacturing,Bottled water manufacturing
23,312,3121,31211,312113,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Soft drink and ice manufacturing,Ice manufacturing
23,312,3121,31212,312120,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Breweries,Breweries
23,312,3121,31213,312130,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Wineries,Wineries
23,312,3121,31214,312140,Construction,Beverage and tobacco product manufacturing,Beverage manufacturing,Distilleries,Distilleries
23,312,3122,31223,312230,Construction,Beverage and tobacco product manufacturing,Tobacco manufacturing,Tobacco manufacturing,Tobacco manufacturing
23,313,3131,31311,313110,Construction,Textile mills,"Fiber, yarn, and thread mills","Fiber, yarn, and thread mills","Fiber, yarn, and thread mills"
23,313,3132,31321,313210,Construction,Textile mills,Fabric mills,Broadwoven fabric mills,Broadwoven fabric mills
23,313,3132,31322,313220,Construction,Textile mills,Fabric mills,Narrow fabric mills and schiffli machine embroidery,Narrow fabric mills and schiffli machine embroidery
23,313,3132,31323,313230,Construction,Textile mills,Fabric mills,Nonwoven fabric mills,Nonwoven fabric mills
23,313,3132,31324,313240,Construction,Textile mills,Fabric mills,Knit fabric mills,Knit fabric mills
23,313,3133,31331,313310,Construction,Textile mills,Textile and fabric finishing and fabric coating mills,Textile and fabric finishing mills,Textile and fabric finishing mills
23,313,3133,31332,313320,Construction,Textile mills,Textile and fabric finishing and fabric coating mills,Fabric coating mills,Fabric coating mills
23,314,3141,31411,314110,Construction,Textile product mills,Textile furnishings mills,Carpet and rug mills,Carpet and rug mills
23,314,3141,31412,314120,Construction,Textile product mills,Textile furnishings mills,Curtain and linen mills,Curtain and linen mills
23,314,3149,31491,314910,Construction,Textile product mills,Other textile product mills,Textile bag and canvas mills,Textile bag and canvas mills
23,314,3149,31499,314994,Construction,Textile product mills,Other textile product mills,All other textile product mills,"Rope, cordage, twine, tire cord, and tire fabric mills"
23,314,3149,31499,314999,Construction,Textile product mills,Other textile product mills,All other textile product mills,All other miscellaneous textile product mills
23,315,3151,31511,315110,Construction,Apparel manufacturing,Apparel knitting mills,Hosiery and sock mills,Hosiery and sock mills
23,315,3151,31519,315190,Construction,Apparel manufacturing,Apparel knitting mills,Other apparel knitting mills,Other apparel knitting mills
23,315,3152,31521,315210,Construction,Apparel manufacturing,Cut and sew apparel manufacturing,Cut and sew apparel contractors,Cut and sew apparel contractors
23,315,3152,31522,315220,Construction,Apparel manufacturing,Cut and sew apparel manufacturing,Men’s and boys’ cut and sew apparel manufacturing,Men’s and boys’ cut and sew apparel manufacturing
